8.990000000000000213e+00,-3.094000000000000128e+01
2.894999999999999929e+01,-3.207999999999999829e+01
4.892000000000000171e+01,-3.321000000000000085e+01
6.889000000000000057e+01,-3.435000000000000142e+01
8.885999999999999943e+01,-3.547999999999999687e+01
1.088199999999999932e+02,-3.660999999999999943e+01
1.287899999999999920e+02,-3.775000000000000000e+01
1.487599999999999909e+02,-3.888000000000000256e+01
1.687299999999999898e+02,-4.000999999999999801e+01
1.886999999999999886e+02,-4.114999999999999858e+01
2.086599999999999966e+02,-4.228000000000000114e+01
2.286299999999999955e+02,-4.342000000000000171e+01
8.990000000000000213e+00,-5.814999999999999858e+01
2.894999999999999929e+01,-5.928999999999999915e+01
4.892000000000000171e+01,-6.042000000000000171e+01
6.889000000000000057e+01,-6.156000000000000227e+01
8.885999999999999943e+01,-6.268999999999999773e+01
1.088199999999999932e+02,-6.382000000000000028e+01
1.287899999999999920e+02,-6.495999999999999375e+01
1.487599999999999909e+02,-6.609000000000000341e+01
1.687299999999999898e+02,-6.721999999999999886e+01
1.886999999999999886e+02,-6.835999999999999943e+01
2.086599999999999966e+02,-6.948999999999999488e+01
2.286299999999999955e+02,-7.062999999999999545e+01
8.990000000000000213e+00,-8.535999999999999943e+01
2.894999999999999929e+01,-8.650000000000000000e+01
4.892000000000000171e+01,-8.762999999999999545e+01
6.889000000000000057e+01,-8.876999999999999602e+01
8.885999999999999943e+01,-8.990000000000000568e+01
1.088199999999999932e+02,-9.103000000000000114e+01
1.287899999999999920e+02,-9.217000000000000171e+01
1.487599999999999909e+02,-9.329999999999999716e+01
1.687299999999999898e+02,-9.443000000000000682e+01
1.886999999999999886e+02,-9.556999999999999318e+01
2.086599999999999966e+02,-9.670000000000000284e+01
2.286299999999999955e+02,-9.784000000000000341e+01
8.990000000000000213e+00,-1.125699999999999932e+02
2.894999999999999929e+01,-1.137099999999999937e+02
4.892000000000000171e+01,-1.148400000000000034e+02
6.889000000000000057e+01,-1.159800000000000040e+02
8.885999999999999943e+01,-1.171099999999999994e+02
1.088199999999999932e+02,-1.182399999999999949e+02
1.287899999999999920e+02,-1.193799999999999955e+02
1.487599999999999909e+02,-1.205100000000000051e+02
1.687299999999999898e+02,-1.216400000000000006e+02
1.886999999999999886e+02,-1.227800000000000011e+02
2.086599999999999966e+02,-1.239099999999999966e+02
2.286299999999999955e+02,-1.250499999999999972e+02
8.990000000000000213e+00,-1.397800000000000011e+02
2.894999999999999929e+01,-1.409199999999999875e+02
4.892000000000000171e+01,-1.420500000000000114e+02
6.889000000000000057e+01,-1.431899999999999977e+02
8.885999999999999943e+01,-1.443199999999999932e+02
1.088199999999999932e+02,-1.454499999999999886e+02
1.287899999999999920e+02,-1.465900000000000034e+02
1.487599999999999909e+02,-1.477199999999999989e+02
1.687299999999999898e+02,-1.488499999999999943e+02
1.886999999999999886e+02,-1.499900000000000091e+02
2.086599999999999966e+02,-1.511200000000000045e+02
2.286299999999999955e+02,-1.522599999999999909e+02
8.990000000000000213e+00,-1.669900000000000091e+02
2.894999999999999929e+01,-1.681299999999999955e+02
4.892000000000000171e+01,-1.692599999999999909e+02
6.889000000000000057e+01,-1.704000000000000057e+02
8.885999999999999943e+01,-1.715300000000000011e+02
1.088199999999999932e+02,-1.726599999999999966e+02
1.287899999999999920e+02,-1.738000000000000114e+02
1.487599999999999909e+02,-1.749300000000000068e+02
1.687299999999999898e+02,-1.760600000000000023e+02
1.886999999999999886e+02,-1.771999999999999886e+02
2.086599999999999966e+02,-1.783300000000000125e+02
2.286299999999999955e+02,-1.794699999999999989e+02
8.990000000000000213e+00,-1.941999999999999886e+02
2.894999999999999929e+01,-1.953400000000000034e+02
4.892000000000000171e+01,-1.964699999999999989e+02
6.889000000000000057e+01,-1.976100000000000136e+02
8.885999999999999943e+01,-1.987400000000000091e+02
1.088199999999999932e+02,-1.998700000000000045e+02
1.287899999999999920e+02,-2.010099999999999909e+02
1.487599999999999909e+02,-2.021399999999999864e+02
1.687299999999999898e+02,-2.032700000000000102e+02
1.886999999999999886e+02,-2.044099999999999966e+02
2.086599999999999966e+02,-2.055399999999999920e+02
2.286299999999999955e+02,-2.066800000000000068e+02
