8.990000000000000213e+00,-1.733999999999999986e+01
2.894999999999999929e+01,-1.846999999999999886e+01
4.892000000000000171e+01,-1.960000000000000142e+01
6.889000000000000057e+01,-2.073999999999999844e+01
8.885999999999999943e+01,-2.187000000000000099e+01
1.088199999999999932e+02,-2.301000000000000156e+01
1.287899999999999920e+02,-2.414000000000000057e+01
1.487599999999999909e+02,-2.526999999999999957e+01
1.687299999999999898e+02,-2.641000000000000014e+01
1.886999999999999886e+02,-2.753999999999999915e+01
2.086599999999999966e+02,-2.867999999999999972e+01
2.286299999999999955e+02,-2.980999999999999872e+01
8.990000000000000213e+00,-4.454999999999999716e+01
2.894999999999999929e+01,-4.567999999999999972e+01
4.892000000000000171e+01,-4.681000000000000227e+01
6.889000000000000057e+01,-4.795000000000000284e+01
8.885999999999999943e+01,-4.907999999999999829e+01
1.088199999999999932e+02,-5.021999999999999886e+01
1.287899999999999920e+02,-5.135000000000000142e+01
1.487599999999999909e+02,-5.247999999999999687e+01
1.687299999999999898e+02,-5.361999999999999744e+01
1.886999999999999886e+02,-5.475000000000000000e+01
2.086599999999999966e+02,-5.589000000000000057e+01
2.286299999999999955e+02,-5.702000000000000313e+01
8.990000000000000213e+00,-7.176000000000000512e+01
2.894999999999999929e+01,-7.289000000000000057e+01
4.892000000000000171e+01,-7.401999999999999602e+01
6.889000000000000057e+01,-7.515999999999999659e+01
8.885999999999999943e+01,-7.629000000000000625e+01
1.088199999999999932e+02,-7.743000000000000682e+01
1.287899999999999920e+02,-7.856000000000000227e+01
1.487599999999999909e+02,-7.968999999999999773e+01
1.687299999999999898e+02,-8.082999999999999829e+01
1.886999999999999886e+02,-8.195999999999999375e+01
2.086599999999999966e+02,-8.309999999999999432e+01
2.286299999999999955e+02,-8.423000000000000398e+01
8.990000000000000213e+00,-9.896999999999999886e+01
2.894999999999999929e+01,-1.000999999999999943e+02
4.892000000000000171e+01,-1.012300000000000040e+02
6.889000000000000057e+01,-1.023700000000000045e+02
8.885999999999999943e+01,-1.035000000000000000e+02
1.088199999999999932e+02,-1.046400000000000006e+02
1.287899999999999920e+02,-1.057699999999999960e+02
1.487599999999999909e+02,-1.069000000000000057e+02
1.687299999999999898e+02,-1.080400000000000063e+02
1.886999999999999886e+02,-1.091700000000000017e+02
2.086599999999999966e+02,-1.103100000000000023e+02
2.286299999999999955e+02,-1.114399999999999977e+02
8.990000000000000213e+00,-1.261800000000000068e+02
2.894999999999999929e+01,-1.273100000000000023e+02
4.892000000000000171e+01,-1.284399999999999977e+02
6.889000000000000057e+01,-1.295800000000000125e+02
8.885999999999999943e+01,-1.307100000000000080e+02
1.088199999999999932e+02,-1.318499999999999943e+02
1.287899999999999920e+02,-1.329799999999999898e+02
1.487599999999999909e+02,-1.341100000000000136e+02
1.687299999999999898e+02,-1.352500000000000000e+02
1.886999999999999886e+02,-1.363799999999999955e+02
2.086599999999999966e+02,-1.375200000000000102e+02
2.286299999999999955e+02,-1.386500000000000057e+02
8.990000000000000213e+00,-1.533899999999999864e+02
2.894999999999999929e+01,-1.545200000000000102e+02
4.892000000000000171e+01,-1.556500000000000057e+02
6.889000000000000057e+01,-1.567899999999999920e+02
8.885999999999999943e+01,-1.579199999999999875e+02
1.088199999999999932e+02,-1.590600000000000023e+02
1.287899999999999920e+02,-1.601899999999999977e+02
1.487599999999999909e+02,-1.613199999999999932e+02
1.687299999999999898e+02,-1.624600000000000080e+02
1.886999999999999886e+02,-1.635900000000000034e+02
2.086599999999999966e+02,-1.647299999999999898e+02
2.286299999999999955e+02,-1.658600000000000136e+02
8.990000000000000213e+00,-1.805999999999999943e+02
2.894999999999999929e+01,-1.817299999999999898e+02
4.892000000000000171e+01,-1.828600000000000136e+02
6.889000000000000057e+01,-1.840000000000000000e+02
8.885999999999999943e+01,-1.851299999999999955e+02
1.088199999999999932e+02,-1.862700000000000102e+02
1.287899999999999920e+02,-1.874000000000000057e+02
1.487599999999999909e+02,-1.885300000000000011e+02
1.687299999999999898e+02,-1.896699999999999875e+02
1.886999999999999886e+02,-1.908000000000000114e+02
2.086599999999999966e+02,-1.919399999999999977e+02
2.286299999999999955e+02,-1.930699999999999932e+02
8.990000000000000213e+00,-2.078100000000000023e+02
2.894999999999999929e+01,-2.089399999999999977e+02
4.892000000000000171e+01,-2.100699999999999932e+02
6.889000000000000057e+01,-2.112100000000000080e+02
8.885999999999999943e+01,-2.123400000000000034e+02
1.088199999999999932e+02,-2.134799999999999898e+02
1.287899999999999920e+02,-2.146100000000000136e+02
1.487599999999999909e+02,-2.157400000000000091e+02
1.687299999999999898e+02,-2.168799999999999955e+02
1.886999999999999886e+02,-2.180099999999999909e+02
2.086599999999999966e+02,-2.191500000000000057e+02
2.286299999999999955e+02,-2.202800000000000011e+02
