Target Number,Thickness Factor
1,0.9091973542915178
2,1.1023009285867278
12,1.0194932814475282
13,1.0288347009336938
24,1.1188396491943946
25,1.1256377934735675
29,1.1368423624773574
30,1.0987967263714955
31,1.0920702783621548
32,1.1191785922668096
40,1.1372196159119998
41,1.0639318541055036
42,1.0148445595093705
43,1.0075801125140418
44,1.0452050216647097
45,1.1134252824284592
52,1.080625546810781
53,0.9896494122736736
54,0.9277499691307745
55,0.9205294745103416
56,0.9717314771959278
57,1.0583913413738038
63,1.1403897063322248
64,1.030095367067733
65,0.9215661656863166
68,0.9065852226616682
69,1.0126817004909279
70,1.124208208993183
75,1.11505249338949
76,0.9932230478044358
77,0.869408389121455
80,0.8603247288289221
81,0.9835093179769534
82,1.1061586053528265
87,1.1029040237963597
88,0.9765227135272101
93,0.97652271352721
94,1.1029040237963597
99,1.106150530573239
100,0.9835093179769535
101,0.8603008943485981
104,0.8693789163712099
105,0.9932230478044357
106,1.1150382897463327
111,1.1242082089931833
112,1.012681700490928
113,0.9065852226616682
116,0.9215661656863166
117,1.0300953670677329
118,1.1403897063322248
124,1.0583913413738038
125,0.9716794644138879
126,0.9205452734352355
127,0.9277345670129347
128,0.9895960926696816
129,1.080625546810781
136,1.1134252824284592
137,1.0452050216647097
138,1.007591924634097
139,1.0148330232504394
140,1.0639318541055036
141,1.1372196159119998
149,1.1191259106805136
150,1.0920791172789688
151,1.0987881119969958
152,1.1367912024914844
156,1.125637793473568
157,1.1188396491943946
168,1.0288347009336942
169,1.0194932814475282
179,1.1023769369501188
180,0.9091973542915183
